,Topic,Count,Name,Representation,Representative_Docs
0,-1,453,-1_Proyecto de vivienda en Ranco___,"['Proyecto de vivienda en Ranco', '', '', '', '', '', '', '', '', '']","['informe muestra percepcion economica mantiene pesimista diario rio bueno academicos ingenieria comercial san sebastian sede valdivia dieron conocer xxviii indice confianza economia regional icer octubrenoviembre indica rios mantiene zona pesimismo situacion economica actual informe registro puntos dado zona optimismo comienza puntos asi item subio seis puntos respecto anterior estudio mayojulio contrario ocurrio proyeccion dos anos region registrar puntos seis menos medicion mayojulio ciudadanos indicaron situacion economica futura sera mejor igual peor pregunta percepcion pais existe baja importante llegar puntos dos anos respecto creen situacion economica pais sera mejor igual peor hoy dia ello retorna zona pesimismo ser puntos menos informe mayojulio dijo francisco mena director ingenieria comercial uss valdivia respecto expectativas consumo vivienda auto mantiene puntos siendo cifra mas baja comenzo hacer icer forma muestra casos percepcion situacion economica actual rios encuestados dice buena regular mala optimismo empleo cuanto proximos meses habra mas igual menos cesantia mantiene alza inicio ano llegando puntos dejando expectativas zona optimismo accedia pregunta septiembre igual forma comparacion informe anterior subio creen existe mayor facilidad encontrar trabajo porcentaje mas alto hace estudio indicando ademas normal dificil personas estan mas optimistas respecto habra menos cesantia existe relevante preguntamos personas modalidades trabajo cuales preferian semipresencial presencial teletrabajo indican claramente prefieren presencial sostuvo francisco mena director ingenieria comercial uss valdivia walter marcos gerente camara comercio industrias valdivia senalo pienso personas hablan ven mejores perspectivas trabajo punto vista recuperacion trabajo perdido causa pandemia mano carril distinto percepcion pueda tener dos anos senalo walter marcos gerente camara comercio industrias valdivia encuesta aplico periodo eleccionario dos anos futuro serian candidato electo decia llegara tendria mandato complicado decir percepcion daba votar futuro veia bien optimismo recuperacion trabajo causas pandemia pensando mejorabamos situacion sanitaria explico marcos creditos bancarios encuestados considera mal momento solicitar credito regular buen momento aspecto evaluado inflacion llegando creen aumentara precio principales productos proximos meses mientras creen mantendra anoto piensan disminuira coyuntura dentro coyuntura encuestados dijeron modalidad preferida trabajo totalmente presencial senalando ademas ingresos aumentado mantenido bajado tambien referente pandemia considera situacion sanitaria nivel pais sera mejor proximos meses problemas emocionales cuales declara haber recibido atencion asimismo pregunta siguientes productos servicios usted considera reconocida region rios dijo lacteos cerveza turismo forestal agroalimentos educacion investigacion relacion uso plataformas digitales mas utilizadas bancos sistemas financiero compras online tiendas vestuarios electrodomesticos comida domicilio utiliza compras online supermercados plataforma transporte plataformas farmacia plataformas materiales construccion ultimo usando escala confianza mucha confianza empresas fuerzas armadas registro carabineros medios comunicacion iglesia gobierno justicia parlamento cabe recalcar seis variables mide icer situacion economica personal actual pasada situacion economica actual pais situacion economica actual region rios expectativa economica futura pais dos anos expectativa economica futura region rios dos anos expectativas consumo vivienda auto', 'informe muestra percepcion economica mantiene pesimista diario valdivia academicos ingenieria comercial san sebastian sede valdivia dieron conocer xxviii indice confianza economia regional icer octubrenoviembre indica rios mantiene zona pesimismo situacion economica actual informe registro puntos dado zona optimismo comienza puntos asi item subio seis puntos respecto anterior estudio mayojulio contrario ocurrio proyeccion dos anos region registrar puntos seis menos medicion mayojulio ciudadanos indicaron situacion economica futura sera mejor igual peor pregunta percepcion pais existe baja importante llegar puntos dos anos respecto creen situacion economica pais sera mejor igual peor hoy dia ello retorna zona pesimismo ser puntos menos informe mayojulio dijo francisco mena director ingenieria comercial uss valdivia respecto expectativas consumo vivienda auto mantiene puntos siendo cifra mas baja comenzo hacer icer forma muestra casos percepcion situacion economica actual rios encuestados dice buena regular mala optimismo empleo cuanto proximos meses habra mas igual menos cesantia mantiene alza inicio ano llegando puntos dejando expectativas zona optimismo accedia pregunta septiembre igual forma comparacion informe anterior subio creen existe mayor facilidad encontrar trabajo porcentaje mas alto hace estudio indicando ademas normal dificil personas estan mas optimistas respecto habra menos cesantia existe relevante preguntamos personas modalidades trabajo cuales preferian semipresencial presencial teletrabajo indican claramente prefieren presencial sostuvo francisco mena director ingenieria comercial uss valdivia walter marcos gerente camara comercio industrias valdivia senalo pienso personas hablan ven mejores perspectivas trabajo punto vista recuperacion trabajo perdido causa pandemia mano carril distinto percepcion pueda tener dos anos senalo walter marcos gerente camara comercio industrias valdivia encuesta aplico periodo eleccionario dos anos futuro serian candidato electo decia llegara tendria mandato complicado decir percepcion daba votar futuro veia bien optimismo recuperacion trabajo causas pandemia pensando mejorabamos situacion sanitaria explico marcos creditos bancarios encuestados considera mal momento solicitar credito regular buen momento aspecto evaluado inflacion llegando creen aumentara precio principales productos proximos meses mientras creen mantendra anoto piensan disminuira coyuntura dentro coyuntura encuestados dijeron modalidad preferida trabajo totalmente presencial senalando ademas ingresos aumentado mantenido bajado tambien referente pandemia considera situacion sanitaria nivel pais sera mejor proximos meses problemas emocionales cuales declara haber recibido atencion asimismo pregunta siguientes productos servicios usted considera reconocida region rios dijo lacteos cerveza turismo forestal agroalimentos educacion investigacion relacion uso plataformas digitales mas utilizadas bancos sistemas financiero compras online tiendas vestuarios electrodomesticos comida domicilio utiliza compras online supermercados plataforma transporte plataformas farmacia plataformas materiales construccion ultimo usando escala confianza mucha confianza empresas fuerzas armadas registro carabineros medios comunicacion iglesia gobierno justicia parlamento cabe recalcar seis variables mide icer situacion economica personal actual pasada situacion economica actual pais situacion economica actual region rios expectativa economica futura pais dos anos expectativa economica futura region rios dos anos expectativas consumo vivienda auto', 'informe muestra percepcion economica mantiene pesimista diario lago ranco academicos ingenieria comercial san sebastian sede valdivia dieron conocer xxviii indice confianza economia regional icer octubrenoviembre indica rios mantiene zona pesimismo situacion economica actual informe registro puntos dado zona optimismo comienza puntos asi item subio seis puntos respecto anterior estudio mayojulio contrario ocurrio proyeccion dos anos region registrar puntos seis menos medicion mayojulio ciudadanos indicaron situacion economica futura sera mejor igual peor pregunta percepcion pais existe baja importante llegar puntos dos anos respecto creen situacion economica pais sera mejor igual peor hoy dia ello retorna zona pesimismo ser puntos menos informe mayojulio dijo francisco mena director ingenieria comercial uss valdivia respecto expectativas consumo vivienda auto mantiene puntos siendo cifra mas baja comenzo hacer icer forma muestra casos percepcion situacion economica actual rios encuestados dice buena regular mala optimismo empleo cuanto proximos meses habra mas igual menos cesantia mantiene alza inicio ano llegando puntos dejando expectativas zona optimismo accedia pregunta septiembre igual forma comparacion informe anterior subio creen existe mayor facilidad encontrar trabajo porcentaje mas alto hace estudio indicando ademas normal dificil personas estan mas optimistas respecto habra menos cesantia existe relevante preguntamos personas modalidades trabajo cuales preferian semipresencial presencial teletrabajo indican claramente prefieren presencial sostuvo francisco mena director ingenieria comercial uss valdivia walter marcos gerente camara comercio industrias valdivia senalo pienso personas hablan ven mejores perspectivas trabajo punto vista recuperacion trabajo perdido causa pandemia mano carril distinto percepcion pueda tener dos anos senalo walter marcos gerente camara comercio industrias valdivia encuesta aplico periodo eleccionario dos anos futuro serian candidato electo decia llegara tendria mandato complicado decir percepcion daba votar futuro veia bien optimismo recuperacion trabajo causas pandemia pensando mejorabamos situacion sanitaria explico marcos creditos bancarios encuestados considera mal momento solicitar credito regular buen momento aspecto evaluado inflacion llegando creen aumentara precio principales productos proximos meses mientras creen mantendra anoto piensan disminuira coyuntura dentro coyuntura encuestados dijeron modalidad preferida trabajo totalmente presencial senalando ademas ingresos aumentado mantenido bajado tambien referente pandemia considera situacion sanitaria nivel pais sera mejor proximos meses problemas emocionales cuales declara haber recibido atencion asimismo pregunta siguientes productos servicios usted considera reconocida region rios dijo lacteos cerveza turismo forestal agroalimentos educacion investigacion relacion uso plataformas digitales mas utilizadas bancos sistemas financiero compras online tiendas vestuarios electrodomesticos comida domicilio utiliza compras online supermercados plataforma transporte plataformas farmacia plataformas materiales construccion ultimo usando escala confianza mucha confianza empresas fuerzas armadas registro carabineros medios comunicacion iglesia gobierno justicia parlamento cabe recalcar seis variables mide icer situacion economica personal actual pasada situacion economica actual pais situacion economica actual region rios expectativa economica futura pais dos anos expectativa economica futura region rios dos anos expectativas consumo vivienda auto']"
1,0,155,0_Accidentes en ruta en Chile___,"['Accidentes en ruta en Chile', '', '', '', '', '', '', '', '', '']","['victima fatal dejo accidente vehicular sector rural rio bueno diario laguino persona fallecida lamentable saldo accidente vehicular ocurrido sector rural comuna rio bueno madrugada domingo enero accidente registro kilometro ruta une ciudad lagos especificamente sector puente quililhue capitan carabineros robert moraga cuevas comisario subrogante cuarta comisaria rio bueno detallo origina accidente transito involucra vehiculo pequeno vez llega personal reten carimallin verificar accidente transito logra establecer encontraba exterior vehiculo cuerpo persona aparentemente vida dada situacion funcionarios policiales tomaron contacto personal paramedico concurrieron lugar constataron fallecimiento persona sexo masculino habia salido eyectado vehiculo momento impacto capitan moraga preciso tambien victima tenia domicilio lagos causas accidente encuentran investigacion', 'persona lesionada colision camion vehiculo menor ruta sur diario paillaco pasado mediodia viernes febrero produjo accidente vehicular ruta sur comuna paillaco involucrando vehiculos colisionaron teniente luis llanquiman miranda jefe tenencia carreteras valdivia senalo dicha emergencia personal dicha tenencia junto personal reten pichirropulli concurrieron kilometro ruta sur razones investigan vehiculo menor realizaba maniobra sobrepasar tracto camion pierde control colisionando dicho vehiculo dijo oficial carabineros producto anterior ambos moviles terminaron impactando barreras contencion ruta pese impacto solo persona resulto lesiones conductora vehiculo menor trasladada hospital paillaco ruta mantuvo cortada via mientras trabajaron unidades emergencia personal samu bomberos moviles asimismo controlar derrame combustible tracto camion trabajo movil bomberos recordemos misma jornada kilometros mas norte familia salvo ilesa luego volcamiento vehiculo misma ruta', 'victima fatal dejo accidente vehicular sector rural rio bueno diario rio bueno persona fallecida lamentable saldo accidente vehicular ocurrido sector rural comuna rio bueno madrugada domingo enero accidente registro kilometro ruta une ciudad lagos especificamente sector puente quililhue capitan carabineros robert moraga cuevas comisario subrogante cuarta comisaria rio bueno detallo origina accidente transito involucra vehiculo pequeno vez llega personal reten carimallin verificar accidente transito logra establecer encontraba exterior vehiculo cuerpo persona aparentemente vida dada situacion funcionarios policiales tomaron contacto personal paramedico concurrieron lugar constataron fallecimiento persona sexo masculino habia salido eyectado vehiculo momento impacto capitan moraga preciso tambien victima tenia domicilio lagos causas accidente encuentran investigacion']"
2,1,73,1_Proyecto de vivienda en Chile___,"['Proyecto de vivienda en Chile', '', '', '', '', '', '', '', '', '']","['fiscalia rios rindio cuenta publica ceremonia presencial detallaron principales resultados trabajo efectuado fiscales funcionarios materia persecucion penal atencion usuarios coordinacion instituciones comunidad gestion interna fiscal regional rios juan agustin melendez duplaquet rindio ayer cuenta publica gestion realizada ministerio publico rios ano actividad efectuada aire libre jardin fiscalia regional conto presencia fiscal nacional jorge abbott charme fiscales regionales bio bio araucania lagos aysen directivos fiscales funcionarios fiscalia rios autoridades representantes sociedad civil region ceremonia fiscal regional informo principales resultados obtenidos fiscales funcionarios trabajan organismo persecutor materia investigacion delitos persecucion penal proteccion victimas testigos asi desafios presente ano discurso destaco ano pasado ingresaron fiscalias locales region total denuncias tercer mayor numero anos existencia region rios ciento causas tramitadas terminaron traves salida judicial promedio nacional ciento investigaciones relevantes ano fiscales adjuntos region presentaron audiencias control detencion formalizaron investigacion tribunales total imputados investigaciones relevantes correspondio dirigir fiscalia destaco dos causas funcionarios malversaron caudales publicos hospitales union lagos causa personas acusadas homicidio helena bustos actualmente encuentra juicio oral menciono tambien sentencias relevantes dictadas presidio perpetuo calificado dictado hombre dio muerte hijo ano lanco condena penas suman anos presidio dictada hombre causo muerte hermana madre expareja dejo padre riesgo vital mariquina focos investigativos ano pasado declararon focos investigativos region continuo investigacion habian sido declarados anterioridadel fiscal regional informo unidad sistema analisis criminal focos investigativos sacfi continuo trabajando investigacion delitos abigeato region traves proyecto implementado cinco comunas mas afectadas delito contribuyo disminuir ciento numero casos respecto ano anterior tambien buenos resultados foco declarado comuna union investigar trafico drogas cargo fiscal carlos bahamondes resultado investigacion pasado diciembre efectuo comunas union lago ranco denominada opeacion retorno permitio desbaratar banda dedicaba comercializar droga distintos barrios capital provincia ranco operativo participaron mas detectives ordenes judiciales entrada registro tramitadas fiscalia ingresaron forma simultanea domicilios deteniendo personas incautando droga armas municiones atencion usuarios ambito fiscal regional destaco ano recibieron solicitudes realizaron traves plataforma web siendo respondidas dentro plazos establecidos ciento solicitudes recibieron traves call center nacional directamente fiscalia locales manera presencial traves atencion telefonica mencionada tambien destaco ano pasado entro vigencia ley entrevista investigativa videograbada cuyo objetivo prevenir ninos ninas adolescentes sido victimas delito sexual delito violento sufran victimizacion secundaria participacion proceso penal etapas denuncia investigacion juicio oral junto ello obtener informacion calidad investigacion junio diciembre entrevistadores acreditados fiscalia pdi carabineros realizaron entrevistas investigativas videograbadaspara exito nueva forma entrevistar resulta esencial importancia fiscalia continue perfeccionando futuros entrevistadores asi tambien carabineros pdi mantengan funciones numero necesario entrevistadores momento definir traslados ello considerado forma tal logre objetivo manifesto fiscal regional convencion constituyente parte final discurso fiscal juan agustin melendez senalo ministerio publico querido sumarse historico proceso constituyente vive chile traves levantamiento conjunto propuestas perfeccionar sistema persecucion penal identificadas fiscales funcionarias funcionarios academicos pais mediante trabajo profundamente participativo fin ponerlas disposicion convencion propuestas expuso preciso fiscales cuenten facultad investigar impedimentos administrativos menos politicos limiten accion justicia hoy cumple campos frente delitos tributarios electorales aduaneros economicos ministerio publico depende organismos politicos administrativos sii fne servel iniciar investigacion penal mismo delitos graves atentan publica afectan recaudacion fiscal agrego sujecion funcional policias actuacion fiscales aspecto consideramos beneficioso necesario fortalecer pues fundamental diseno legislacion dado proceso penal control efectivo trabajo policial sintonia fundamentos democratico derecho asegura eficiencia trabajo investigativo policial resguarda integro respeto garantias derechos participan proceso investigativo tambien indico consideramos solo conveniente sino necesario perfeccionar sistemas designacion mecanismos control cualquier aspecto contribuya mejorar fortalecer acceso justicia forma inclusiva transparente', 'autoridades vecinos lagos dieron vamos marcha blanca puente ciruelos nueva estructura junto mejorar conectividad familias zona permite prescindir servicio balseo historicamente utilizado unir sectores comuna lagos direccion vialidad ministerio obras publicas rios habilito anticipadamente transito vehicular ciclistico peatonal nuevo puente une localidades ciruelos centinela ademas conectar ruta hacia panguipulli coordinaron actividad delegado presidencial rios helmuth palma director vialidad mop andres fernandez presencia vecinos sector autorizaron inicio trafico vehicular medio alegria presentes lugar delegado helmuth palma destaco avance obra viene saldar historica deuda vecinos sector anos disponer barcaza cruzar bote tomar acceso tierra sector malihue alargaba tiempos traslado hacia ciruelos cabana rapahue centinela contentos puesta marcha puente ciruelo sido esperado comunidad bien puente inaugurado sumamente necesario poder dar conectividad muchas familias lagos recordemos instalacion habia realizar traslado barcaza traves caminos alternativos significaban mayor tiempo complejidad lentitud mismo gobierno conjunto vialidad rios contentos poder dar vamos puente tan esperado destaco delegado presidencial regional helmuth palma iniciativa financiada ejecutada direccion vialidad mop inversion millones pesos etapa final construccion avance fisico actual solo restan trabajos menores terminaciones viaducto permitio autorizar inicio oficial transito vehicular nueva estructura junto mejorar conectividad familias zona permite prescindir servicio balseo historicamente utilizado unir sectores comuna lagos moderno puente construyo base losa hormigon armado extension metros suma mejoramiento kilometros accesos viaducto fin conectar ruta lagospanguipulli obra incluyo apoyo estribos fundacion profunda cuatro vigas metalicas carpeta rodado concreto asfaltico pasillos laterales metros ancho ademas habilitacion banda multiproposito largo proyecto accesos puente raul rosales presidente junta vecinos ciruelos agradecio apertura proceso marcha blanca puente ciruelo pues juicio dirigente tremendamente necesario viene cerrar demanda historica vecinos sido gran anhelo comunidades necesario conectividad general gente tranquila conforme seguridad tener conectividad permanente interrupciones dijo rosales empresa cargo contrato claro vicuna valenzuela', 'autoridades vecinos lagos dieron vamos marcha blanca puente ciruelos diario laguino buena noticia conectividad vial region comuna lagos direccion vialidad ministerio obras publicas rios habilito anticipadamente transito vehicular ciclistico peatonal nuevo puente ciruelos une localidades ciruelos centinela ademas conectar ruta hacia panguipulli coordinaron actividad delegado presidencial rios helmuth palma director vialidad mop andres fernandez presencia vecinos sector autorizaron inicio trafico vehicular medio alegria presentes lugar delegado helmuth palma destaco avance obra viene saldar historica deuda vecinos sector anos disponer barcaza cruzar bote tomar acceso tierra sector malihue alargaba tiempos traslado hacia ciruelos cabana rapahue centinela contentos puesta marcha puente ciruelo sido esperado comunidad bien puente inaugurado sumamente necesario poder dar conectividad muchas familias lagos recordemos instalacion habia realizar traslado barcaza traves caminos alternativos significaban mayor tiempo complejidad lentitud mismo gobierno conjunto vialidad rios contentos poder dar vamos puente tan esperado destaco delegado presidencial regional helmuth palma fin balseo iniciativa financiada ejecutada direccion vialidad mop inversion millones pesos etapa final construccion avance fisico actual solo restan trabajos menores terminaciones viaducto permitio autorizar inicio oficial transito vehicular nueva estructura junto mejorar conectividad familias zona permite prescindir servicio balseo historicamente utilizado unir sectores comuna lagos moderno puente construyo base losa hormigon armado extension metros suma mejoramiento kilometros accesos viaducto fin conectar ruta lagospanguipulli empresa cargo contrato claro vicuna valenzuela obra incluyo apoyo estribos fundacion profunda cuatro vigas metalicas carpeta rodado concreto asfaltico pasillos laterales metros ancho ademas habilitacion banda multiproposito largo proyecto accesos puente raul rosales presidente junta vecinos ciruelos agradecio apertura proceso marcha blanca puente ciruelo pues juicio dirigente tremendamente necesario viene cerrar demanda historica vecinos sido gran anhelo comunidades necesario conectividad general gente tranquila conforme seguridad tener conectividad permanente interrupciones dijo rosales']"
3,2,72,2_Incendio en la Región Metropolitana___,"['Incendio en la Región Metropolitana', '', '', '', '', '', '', '', '', '']","['municipio habilita centro acopio ayuda bomberos diario laguino noche jueves comuna paillaco declarada alerta roja debido avance incendio forestal sector luma respecto directora dideco vanessa maldonado indico conaf desplego brigadas bomberos comuna encuentran trabajando lugar agradecemos todas muestras apoyo recibido especial trabajo desplegado bomberos gracias iniciativa comenzo concejal dilbert alvarado implementado centro acopio oficina organizaciones comunitarias recibiendo agua bebidas energizantes barras verdad puedan colaborar expreso maldonado tambien recordo queestamos situacion sido completamente controlada debe mantener calma evitar transitar rutas estan siendo utilizadas equipo emergencia municipio carabineros conaf forestales gran trabajo bomberosel fin semana vienen altas temperaturas vientos pueden propagar focos incendio llamado ser cuidadosos evitar emergencias acopio impulsor iniciativa concejal dilbert alvarado expreso horas trabajo parte bomberos controlar llamas trabajaron altas horas madrugada iniciamos campana acopio recolectar aguas cereales puedan donar importante comunidad pueda cooperar organizaciones comunitarias central alarmas paillaco denuncia cualquier acto sospechoso quemas ilegales informar carabineros bomberos pdi conaf', 'municipio habilita centro acopio ayuda bomberos diario paillaco noche jueves comuna paillaco declarada alerta roja debido avance incendio forestal sector luma respecto directora dideco vanessa maldonado indico conaf desplego brigadas bomberos comuna encuentran trabajando lugar agradecemos todas muestras apoyo recibido especial trabajo desplegado bomberos gracias iniciativa comenzo concejal dilbert alvarado implementado centro acopio oficina organizaciones comunitarias recibiendo agua bebidas energizantes barras verdad puedan colaborar expreso maldonado tambien recordo queestamos situacion sido completamente controlada debe mantener calma evitar transitar rutas estan siendo utilizadas equipo emergencia municipio carabineros conaf forestales gran trabajo bomberosel fin semana vienen altas temperaturas vientos pueden propagar focos incendio llamado ser cuidadosos evitar emergencias acopio impulsor iniciativa concejal dilbert alvarado expreso horas trabajo parte bomberos controlar llamas trabajaron altas horas madrugada iniciamos campana acopio recolectar aguas cereales puedan donar importante comunidad pueda cooperar organizaciones comunitarias central alarmas paillaco denuncia cualquier acto sospechoso quemas ilegales informar carabineros bomberos pdi conaf', 'alerta roja paillaco municipio habilito centro acopio ayuda bomberos diario paillaco noche jueves febrero comuna paillaco declarada alerta roja debido avance incendio forestal sector luma respecto directora dideco vanessa maldonado indico conaf desplego brigadas bomberos comuna encuentran trabajando lugar agradecemos todas muestras apoyo recibido especial trabajo desplegado bomberos gracias iniciativa comenzo concejal dilbert alvarado implementado centro acopio oficina organizaciones comunitarias recibiendo agua bebidas energizantes barras verdad puedan colaborar expreso maldonado tambien recordo situacion sido completamente controlada debe mantener calma evitar transitar rutas estan siendo utilizadas equipo emergencia municipio carabineros conaf forestales gran trabajo bomberos fin semana vienen altas temperaturas vientos pueden propagar focos incendio llamado ser cuidadosos evitar emergencias acopio impulsor iniciativa concejal dilbert alvarado expreso horas trabajo parte bomberos controlar llamas trabajaron altas horas madrugada iniciamos campana acopio recolectar aguas cereales puedan donar importante comunidad pueda cooperar organizaciones comunitarias central alarmas paillaco denuncia cualquier acto sospechoso quemas ilegales informando carabineros bomberos pdi conaf']"
